X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
-76.1413549990599,43.0620789885528,4527,2018/10/14,0342,0342,100 JASPER ST,AGGRAVATED ASSAULT,
-76.1038283196393,43.0555894215675,4528,2018/10/14,1822,1822,100 SIMON DR,LARCENY,
-76.1422680005351,43.0282619996171,4529,2018/12/20,1200,0900,300 GARFIELD AV,BURGLARY,
-76.0896720005608,43.0424730003419,4530,2018/12/20,1822,1822,200 W  GENESEE ST,BURGLARY,
-76.1020477287834,43.0364585548895,4531,2018/10/14,1000,1537,2000 EUCLID AV,MV THEFT,
-76.1470130950899,43.0718190941316,4532,2018/10/14,2300,0110,1000 POND ST,BURGLARY,
-76.1269879944391,43.0380007043532,4533,2018/10/14,0901,0901,200 CLARENDON ST,BURGLARY,
-76.1497020001766,43.0586009997243,4534,2018/12/20,1707,1707,400 BUTTERNUT ST,LARCENY,
-76.1285339995459,43.0393063849127,4535,2018/10/14,2000,1130,700 OSTROM AVE,LARCENY,
-76.1301580684234,43.0393090545488,4536,2018/10/14,1339,1339,700 COMSTOCK AV,BURGLARY,
-76.1216488998866,43.0654516413968,4537,2018/10/15,0124,0124,100 HIXSON AV,AGGRAVATED ASSAULT,
-76.1428914892846,43.0020210172069,4538,2018/10/13,2202,2202,4700 S  SALINA ST,ROBBERY,
-76.1423310001084,43.0750620000581,4539,2018/12/21,1200,1200,1700 BUTTERNUT ST,LARCENY,
,,4540,2018/10/15,1500,1520,0 DESTINY USA DR,LARCENY,
-76.1089230006169,43.0660619996447,4541,2018/12/21,1630,0740,200 HILLSDALE AV,BURGLARY,
-76.1795572291289,43.0480144052276,4542,2018/10/15,1200,1750,100 TENNYSON AVE,LARCENY,
,,4543,2018/10/15,1529,1529,0 DESTINY USA DR,LARCENY,
-76.1795572291289,43.0480144052276,4544,2018/10/15,1300,1330,100 TENNYSON AVE,LARCENY,
-76.1723189994937,43.0416270000433,4545,2018/12/21,1509,1509,600 S  GEDDES ST,MV THEFT,
-76.1475796524224,43.0679030121461,4546,2018/10/15,1830,0730,300 CURTIS ST,MV THEFT,
-76.1228115239839,43.0680027118642,4547,2018/10/15,1052,1052,1400 TEALL AV,MV THEFT,
-76.1228115239839,43.0680027118642,4548,2018/10/15,1700,1030,1400 TEAL AV,MV THEFT,
,,4549,2018/10/16,1937,1937,UNKNOWN,LARCENY,
,,4550,2018/10/16,1848,1848,UNKNOWN,MV THEFT,
-76.1064300003302,43.070876999826,4551,2018/12/22,2125,2125,200 N  EDWARDS AV,AGGRAVATED ASSAULT,
-76.166150090387,43.0448770872058,4552,2018/10/16,1248,1248,0 OTISCO ST,LARCENY,
-76.1475645004692,43.0590329999115,4553,2018/12/22,0630,0630,500 BUTTERNUT ST,LARCENY,
-76.1539528022938,43.0314323291998,4554,2018/10/15,1430,1430,400 CORTLAND AV,LARCENY,
-76.1376731975748,42.9986319689041,4555,2018/10/16,0600,1000,100 SNELL TER,LARCENY,
-76.1656005004409,43.0161659996611,4556,2018/12/23,1757,1757,200 HUTCHINSON AV,AGGRAVATED ASSAULT,
-76.1712525002557,43.0539839999006,4557,2018/12/23,1445,1500,1000 W  GENESEE ST,LARCENY,
-76.1431233585157,43.0069481018677,4558,2018/10/15,1310,1310,4300 S  SALINA ST,BURGLARY,
-76.1053963963344,43.0708916278131,4559,2018/10/16,1225,1000,200 N  MIDLER AVE,LARCENY,
-76.1392080004049,43.0798859998357,4560,2018/12/24,1132,1132,200 MAPLEHURST AV,BURGLARY,
-76.1604775436575,43.0424992684949,4561,2018/10/16,2338,2338,300 SEYMOUR ST,AGGRAVATED ASSAULT,
-76.1193204399564,43.0550343083793,4562,2018/10/16,2125,2125,300 GREENWAY AV,BURGLARY,
,,4563,2018/10/17,1953,1953,UNKNOWN,MV THEFT,
-76.1651099996686,43.0315920003393,4564,2018/12/24,1127,1127,300 ONONDAGA AV,MV THEFT,
-76.1856119997082,43.045811999605,4565,2018/12/24,0240,0240,400 TENNYSON AV,LARCENY,
-76.1641499659333,43.0432369138738,4566,2018/10/16,2229,2229,500 GIFFORD ST,BURGLARY,
,,4567,2018/10/17,0145,0145,UNKNOWN,ROBBERY,A
-76.1436156921549,43.0262790569659,4568,2018/10/16,2138,2138,1900 S  STATE ST,ROBBERY,
-76.1344417208952,43.0591972289888,4569,2018/10/15,1841,1841,1000 JAMES ST,ROBBERY,
-76.1389200000016,43.0531740004257,4570,2018/12/25,1400,1000,400 HAWLEY AV,LARCENY,
-76.1188631937092,43.0669963892482,4571,2018/10/17,1152,1152,100 PECK AV,LARCENY,
-76.1707214998294,43.0304040002022,4572,2018/12/25,1849,1849,400 STOLP AV,MV THEFT,
-76.1168259012623,43.0368676351383,4573,2018/10/17,2309,2309,1000 EUCLID AV,ROBBERY,
-76.1300190001694,43.0551989995976,4574,2018/12/25,2139,2139,900 HAWLEY AV,MV THEFT,
-76.1703386479625,43.0563340646581,4575,2018/10/16,1115,1115,800 N  GEDDES ST,LARCENY,
,,4576,2018/10/17,1640,1640,0 DESTINY USA DR,LARCENY,
-76.1346720005411,43.0164810003304,4577,2018/12/25,2100,1000,900 IVY RIDGE RD,LARCENY,
-76.1015098140614,43.070975989438,4578,2018/10/17,1400,1400,1000 TYSON PL,LARCENY,
-76.152305374487,43.0486440505545,4579,2018/10/16,1057,1057,300 S  SALINA ST,LARCENY,
-76.1134625871648,43.0699210611569,4580,2018/10/17,0639,0639,200 NORTH AV,MV THEFT,
-76.1428709998886,43.0710390003259,4581,2018/12/26,1200,0900,1400 BUTTERNUT ST,LARCENY,
-76.1341674048512,43.050631761602,4582,2018/10/17,1640,1640,1100 ERIE BLVD E,LARCENY,
-76.1428709998886,43.0710390003259,4583,2018/12/26,1830,1830,1400 BUTTERNUT ST,LARCENY,
-76.1513975126473,43.0719719032081,4584,2018/10/17,0830,1415,100 SECOND NORTH ST,BURGLARY,
-76.1366725678796,43.0393652029356,4585,2018/10/17,1530,1623,200 UNIVERSITY PL,BURGLARY,
-76.1296715251597,43.0492550326361,4586,2018/10/17,1010,1010,1300 E  WASHINGTON ST,MV THEFT,
-76.1125094996793,43.0636409999508,4587,2018/12/26,1632,1632,300 STAFFORD AV,MV THEFT,
-76.11321149974,43.0448130001794,4588,2018/12/26,2108,2108,2500 E  GENESEE ST,MV THEFT,
-76.1115673946863,43.0735926190809,4589,2018/10/17,1045,1045,300 FOBES AVE,LARCENY,
-76.1388165003625,43.0605630001157,4590,2018/12/26,0037,0037,400 GRAVES ST,ROBBERY,
-76.1039998841633,43.0534777826209,4591,2018/10/17,0114,0114,2500 ERIE BLVD E,LARCENY,
-76.117204841961,43.0318988389241,4592,2018/10/17,1745,1746,600 KENSINGTON RD,LARCENY,
-76.1205194994206,43.0365060004147,4593,2018/12/26,1759,1759,800 MARYLAND AV,BURGLARY,A
-76.1501725095191,43.0616893802643,4594,2018/10/17,2245,2245,600 E  DIVISION ST,BURGLARY,
,,4595,2018/10/18,1256,1256,0 DESTINY USA DR,LARCENY,
-76.0864229999087,43.0403489999393,4596,2018/12/27,2145,1140,500 HILLSBORO PKWY,LARCENY,
-76.0882860002036,43.0440120001903,4597,2018/12/26,0110,0125,600 DEMONG DR,MV THEFT,
,,4598,2018/10/18,1300,1300,100 SMALL RD,LARCENY,
-76.1446107611272,43.0239318805843,4599,2018/10/17,2002,2002,2400 S  SALINA ST,ROBBERY,
-76.1669279997432,43.0394760000711,4600,2018/12/28,2353,2353,100 DAVIS ST,MV THEFT,
-76.0914394469172,43.0629473452438,4601,2018/10/18,0200,1000,1800 CALEB AV,LARCENY,
-76.1520515811695,43.0592828590823,4602,2018/10/18,2232,2232,200 ASH ST,BURGLARY,
-76.1362830004673,43.0520669997123,4603,2018/12/28,1439,1439,600 BURNET AV,LARCENY,
-76.1765625003111,43.0504199999648,4604,2018/12/28,1437,1437,600 RICHMOND AV,BURGLARY,
-76.1658165002612,43.0226190003284,4605,2018/12/28,1100,0959,600 SUMMIT AV,LARCENY,
-76.1855958048034,43.0456801284431,4606,2018/10/18,0810,0810,200 BURNET PARK DR,LARCENY,
-76.1360444994905,43.0057350002475,4607,2018/12/28,2000,2000,700 E  BRIGHTON AV,LARCENY,
-76.1475584012275,43.0474744432614,4608,2018/10/17,1242,1242,500 S  STATE ST,LARCENY,
-76.147293670179,43.0507939274267,4609,2018/10/18,2232,2232,400 ERIE BLVD E,AGGRAVATED ASSAULT,
-76.1486939996795,43.0706879995579,4610,2018/12/29,1240,1240,700 FIRST NORTH ST,LARCENY,
-76.1528025001784,43.0466220003349,4611,2018/12/29,0900,1730,400 S  SALINA ST,LARCENY,
-76.1255853441341,43.0581578974049,4612,2018/10/18,1200,1200,500 VINE ST,LARCENY,
-76.1460377715773,43.0269470595528,4613,2018/10/18,1815,1815,2000 S  SALINA ST,ROBBERY,
-76.11321149974,43.0448130001794,4614,2018/12/30,1900,0630,2500 E  GENESEE ST,LARCENY,
-76.1346810004422,43.0424279998601,4615,2018/12/30,1610,1615,700 UNIVERSITY AV,LARCENY,
-76.1468721209655,43.059858743392,4616,2018/10/18,1436,1436,600 BUTTERNUT ST,LARCENY,
-76.1511149998324,43.0718849996213,4617,2018/12/30,2218,2218,900 KIRKPATRICK ST,MV THEFT,
-76.1563998445795,43.067876481572,4618,2018/10/18,1837,1837,600 DANFORTH ST,LARCENY,
-76.1712525002557,43.0539839999006,4619,2018/12/31,0917,0917,1000 W  GENESEE ST,LARCENY,
-76.1010434999846,43.0414289999919,4620,2018/12/31,1202,1202,200 HURLBURT RD,LARCENY,
-76.1289170300815,43.0637464851493,4621,2018/10/19,1920,1920,0 BRATTLE RD,LARCENY,
-76.152305374487,43.0486440505545,4622,2018/10/18,1330,1400,300 S  SALINA ST,LARCENY,
-76.1458589770291,43.06052369655,4623,2018/10/18,1928,1928,100 JOSEPHINE ST,BURGLARY,
-76.1187618738249,43.0354448082564,4624,2018/10/19,1830,0830,100 LENNOX AV,LARCENY,
-76.1558444997228,43.0662240000468,4625,2018/12/31,1745,1745,800 N  ALVORD ST,ROBBERY,
-76.1846039995705,43.0540199998034,4626,2018/12/31,1644,1644,1900 E  FAYETTE ST,AGGRAVATED ASSAULT,
,,4627,2018/10/19,1500,1715,100 SMALL RD,LARCENY,
,,4628,2018/10/18,1900,2000,9700 DESTINY USA DR,LARCENY,
,,4629,2018/10/19,2136,2136,0 DESTINY USA DR,AGGRAVATED ASSAULT,
-76.134524979598,43.0592939042024,4630,2018/10/19,1140,1140,500 OAK ST,LARCENY,
-76.1302584311104,43.0404319723859,4631,2018/10/19,1400,1900,600 COMSTOCK AV,LARCENY,
-76.1430142274497,43.0549942335245,4632,2018/10/18,1525,1525,700 JAMES ST,LARCENY,
-76.1421232009976,43.0453669107478,4633,2018/10/19,1015,1135,600 MADISON ST,LARCENY,
-76.1705441249398,43.0520968260905,4634,2018/10/19,1900,1900,400 N  GEDDES ST,MV THEFT,
-76.1301580684234,43.0393090545488,4635,2018/10/19,1202,1202,700 COMSTOCK AV,LARCENY,
-76.1538836542137,43.023430716942,4636,2018/10/20,1900,2000,100 HATCH ST,LARCENY,
,,4637,2018/10/20,1630,1630,0 DESTINY USA DR,LARCENY,
,,4638,2018/10/20,1120,1130,0 DESTINY USA DR,LARCENY,
,,4639,2018/10/20,1545,1610,0 DESTINY USA DR,LARCENY,
-76.1529235525295,43.0641597882623,4640,2018/10/20,0905,0905,200 LILAC ST,LARCENY,
-76.1508235709451,43.0598125087541,4641,2018/10/20,1006,1008,300 ASH ST,LARCENY,
,,4642,2018/10/20,1445,1445,400 SMALL RD,BURGLARY,
-76.147183380314,43.065670321262,4643,2018/10/20,2300,1030,800 E  DIVISION ST,LARCENY,
,,4644,2018/10/21,1700,1700,0 DESTINY USA DR,LARCENY,
-76.1483285171183,43.0317711453378,4645,2018/10/20,0302,0302,1500 S  SALINA ST,BURGLARY,A
,,4646,2018/10/21,1330,1520,0 DESTINY USA DR,LARCENY,
-76.1440556103743,43.0038442735635,4647,2018/10/21,1000,1000,100 CRIPPEN PL,BURGLARY,
-76.1818346633052,43.0325581087691,4648,2018/10/21,1404,1404,100 REED AV,BURGLARY,
-76.1038283196393,43.0555894215675,4649,2018/10/21,1037,1037,100 SIMON DR,LARCENY,
-76.1502301309791,43.0699549698654,4650,2018/10/21,0150,0150,100 DELONG AV,BURGLARY,
-76.1567670620773,43.0388549714778,4651,2018/10/21,1547,1547,200 MIDLAND AV,AGGRAVATED ASSAULT,
-76.1493987007143,43.0486082920551,4652,2018/10/20,1200,1200,300 MONTGOMERY ST,AGGRAVATED ASSAULT,
-76.142795780213,43.0007789968447,4653,2018/10/21,2130,0100,100 W  SENECA TPKE,LARCENY,
-76.1803583141118,43.0459532010354,4654,2018/10/21,1100,0800,200 WHITTIER AVE,LARCENY,
-76.1832653357442,43.0457371473622,4655,2018/10/21,1700,2130,300 BRYANT AVE,LARCENY,
-76.1428547678728,43.0079575860116,4656,2018/10/20,0030,0030,4200 S  SALINA ST,ROBBERY,A
-76.1534292517419,43.0524473001632,4657,2018/10/21,0100,0330,300 N  CLINTON ST,LARCENY,
-76.1623487056738,43.0708911564953,4658,2018/10/21,1643,1643,400 LEMOYNE AV,ROBBERY,
-76.1315390140194,43.0393190495512,4659,2018/10/21,2116,2116,400 UNIVERSITY PL,MV THEFT,
-76.1952698142378,43.0497067369052,4660,2018/10/21,1000,0930,600 MYRTLE ST,LARCENY,
-76.1607647861939,43.0757423750602,4661,2018/10/21,2110,2110,700 WOLF ST,LARCENY,
-76.1614363626775,43.0408074112031,4662,2018/10/22,1433,1433,100 KELLOGG ST,LARCENY,
-76.1340442418525,43.0670491877821,4663,2018/10/20,0500,0715,600 DEWITT ST,BURGLARY,
-76.1244725821243,43.0536210718826,4664,2018/10/22,1229,1229,100 SHERWOOD AV,LARCENY,
-76.105777084117,43.044270258895,4665,2018/10/22,2207,2207,200 EAST AV,MV THEFT,
-76.1219787421107,43.0557445122647,4666,2018/10/21,1304,1304,600 TEALL AV,AGGRAVATED ASSAULT,
-76.13658798217,43.0415690707995,4667,2018/10/22,1600,1600,100 MARSHALL ST,LARCENY,
-76.1521629170693,43.0470047567094,4668,2018/10/22,1200,1200,100 E  JEFFERSON ST,LARCENY,
-76.1313307205025,43.0727215721656,4669,2018/10/22,1447,1447,1100 GRANT BLVD,LARCENY,
-76.1437162156729,43.053295893402,4670,2018/10/22,0830,0830,200 HAWLEY AV,AGGRAVATED ASSAULT,
-76.1580650435578,43.0426076844189,4671,2018/10/22,2038,2038,200 SEYMOUR ST,AGGRAVATED ASSAULT,
,,4672,2018/10/23,0123,0123,UNKNOWN,ROBBERY,
-76.0981052094475,43.0598691810783,4673,2018/10/22,1554,1554,2800 BURNET AV,ROBBERY,
-76.1464951854429,43.021239203757,4674,2018/10/22,1100,1500,500 CANNON ST,BURGLARY,
-76.145853276124,43.0176815024409,4675,2018/10/22,1000,1000,200 W  NEWELL ST,MV THEFT,
-76.1563998445795,43.067876481572,4676,2018/10/22,1320,1320,600 DANFORTH ST,LARCENY,
-76.1438187791335,43.0582240959239,4677,2018/10/23,1730,1739,100 DOUGLAS ST,LARCENY,
-76.1538836542137,43.023430716942,4678,2018/10/23,1400,1400,100 HATCH ST,BURGLARY,
-76.0936298280911,43.0393050637327,4679,2018/10/23,0035,0035,300 KIMBER RD,MV THEFT,
,,4680,2018/10/23,1030,1130,0 DESTINY USA DR,LARCENY,
-76.1085051749078,43.0506828013465,4681,2018/10/23,1900,1030,200 BEATTIE ST,LARCENY,
,,4682,2018/10/24,0220,0220,UNKNOWN,AGGRAVATED ASSAULT,
-76.1600785037145,43.0317580162839,4683,2018/10/23,1748,1748,300 HUDSON ST,BURGLARY,
-76.1536186480339,43.0444440117207,4684,2018/10/24,0114,0114,100 DICKERSON ST,BURGLARY,
-76.1934011228831,43.0323602482976,4685,2018/10/23,1234,1234,4700 ONONDAGA BLVD,LARCENY,
,,4686,2018/10/24,1846,1846,0 DESTINY USA DR,LARCENY,
-76.13658798217,43.0415690707995,4687,2018/10/24,1750,1750,100 MARSHALL ST,LARCENY,
-76.1033713639896,43.0462360350723,4688,2018/10/23,0300,0400,800 SALT SPRINGS RD,LARCENY,
-76.1627507771954,43.0355657195386,4689,2018/10/24,1636,1636,100 PALMER AV,AGGRAVATED ASSAULT,
-76.13658798217,43.0415690707995,4690,2018/10/24,2058,2058,100 MARSHALL ST,LARCENY,
-76.1515561324878,43.0659866637113,4691,2018/10/24,0934,0934,1200 PARK ST,BURGLARY,
-76.1513990182725,43.0254104516703,4692,2018/10/24,2312,2312,1400 MIDLAND AV,ROBBERY,A
-76.1039998841633,43.0534777826209,4693,2018/10/24,1015,1015,2500 ERIE BLVD E,LARCENY,
-76.1198286969291,43.0707903090477,4694,2018/10/24,1100,1100,300 GRANT BLVD,BURGLARY,
,,4695,2018/10/25,2137,2137,UNKNOWN,AGGRAVATED ASSAULT,
-76.1344010585288,43.0468359411633,4696,2018/10/24,1226,1226,400 UNIVERSITY AV,LARCENY,
-76.1707519309483,43.0510913909084,4697,2018/10/24,1044,1044,500 WILKINSON ST,BURGLARY,
-76.1385187431876,43.0571991608902,4698,2018/10/24,1143,1143,900 JAMES ST,AGGRAVATED ASSAULT,
-76.1275494513508,43.0504850691177,4699,2018/10/25,0835,0835,100 N  BEECH ST,LARCENY,
-76.1292959588713,43.0012755041412,4700,2018/10/25,1451,1451,100 LAFAYETTE RD,LARCENY,
-76.1127086580086,43.0370654133842,4701,2018/10/25,2300,0800,1300 EUCLID AVE,LARCENY,
-76.1333224423883,43.0184986786239,4702,2018/10/25,2200,1200,100 REMINGTON AV,LARCENY,
,,4703,2018/10/25,1557,1557,0 DESTINY USA DR,LARCENY,
-76.1420217594577,43.0232454547717,4704,2018/10/25,1211,1211,200 AMHERST AV,BURGLARY,
-76.1460886269853,43.0270562544688,4705,2018/10/25,1445,1632,100 W  BEARD AV,AGGRAVATED ASSAULT,
-76.1593796613814,43.0217882886972,4706,2018/10/25,1210,1210,1600 SOUTH AVE,LARCENY,
-76.1912429575597,43.0475629963412,4707,2018/10/25,0335,1300,300 AVERY AVE,LARCENY,
-76.148955500051,43.0189214465747,4708,2018/10/25,0720,0728,2100 MIDLAND AV,LARCENY,
-76.1302961041361,43.0425687043266,4709,2018/10/25,0000,1000,1300 E  ADAMS ST,LARCENY,
-76.1605538229477,43.0434084537976,4710,2018/10/25,1130,1330,400 GIFFORD ST,LARCENY,
-76.1354441518524,43.0240667074227,4711,2018/10/25,0630,0700,300 JAMESVILLE AV,LARCENY,
-76.1934011228831,43.0323602482976,4712,2018/10/25,2343,2343,4700 ONONDAGA BLVD,LARCENY,
-76.1934011228831,43.0323602482976,4713,2018/10/25,1337,1337,4700 ONONDAGA BLVD,LARCENY,
-76.1430142274497,43.0549942335245,4714,2018/10/25,0800,0830,700 JAMES ST,LARCENY,
-76.12446248704,43.0364900114652,4715,2018/10/25,2100,0800,800 ACKERMAN AV,LARCENY,
-76.1448996503945,43.06327787219,4716,2018/10/25,0730,0730,800 PARK ST,MV THEFT,
-76.1296600339521,43.0339160432838,4717,2018/10/25,0126,0126,900 COMSTOCK AV,BURGLARY,
,,4718,2018/10/26,2028,2028,0 DESTINY USA DR,LARCENY,
,,4719,2018/10/26,0700,1558,0 DESTINY USA DR,MV THEFT,
-76.1428032397535,43.0006512516037,4720,2018/10/25,1334,1334,4800 S  SALINA ST,ROBBERY,
-76.1606323162658,43.0680747315617,4721,2018/10/26,0330,1200,1400 N  SALINA ST,BURGLARY,
-76.1507922663149,43.042713699069,4722,2018/10/26,1335,1335,200 E  ADAMS ST,AGGRAVATED ASSAULT,
-76.1694265509432,43.0374858237912,4723,2018/10/26,0000,0000,500 DELAWARE ST,LARCENY,
-76.1460377715773,43.0269470595528,4724,2018/10/26,1501,1501,2000 S  SALINA ST,LARCENY,
-76.142096301058,43.0426578422063,4725,2018/10/26,2237,2237,700 E  ADAMS ST,AGGRAVATED ASSAULT,
,,4726,2018/10/27,1930,2000,0 DESTINY USA DR,LARCENY,
-76.1717987110539,43.0501888239549,4727,2018/10/27,0030,0100,0 RICHMOND AV,ROBBERY,
-76.1418328111389,43.0133076368164,4728,2018/10/26,1600,1530,3600 S  SALINA ST,LARCENY,
,,4729,2018/10/27,1310,1310,0 DESTINY USA DR,LARCENY,
-76.128238905987,43.0379377781136,4730,2018/10/27,2100,0900,100 CLARENDON ST,LARCENY,
-76.1571150680449,43.0758408382669,4731,2018/10/27,0130,0142,100 MURRAY AV,AGGRAVATED ASSAULT,
-76.1462861442189,43.0354836680682,4732,2018/10/27,2100,1200,100 CROTON TER,LARCENY,
-76.1305547966129,43.0452671431362,4733,2018/10/27,1455,1455,1100 MADISON ST,LARCENY,
-76.1363159742394,43.0533114690411,4734,2018/10/27,1925,1925,300 N  CROUSE AV,ROBBERY,
-76.1672200194858,43.0365647572602,4735,2018/10/27,1030,1800,300 DELAWARE ST,LARCENY,
-76.1530403785866,43.0726378259377,4736,2018/10/27,2245,0145,200 SECOND NORTH ST,LARCENY,
-76.1423572364511,43.0541752064631,4737,2018/10/28,1300,1400,100 WAYNE ST,BURGLARY,
-76.1430142274497,43.0549942335245,4738,2018/10/27,1821,1821,700 JAMES ST,LARCENY,
-76.0981052094475,43.0598691810783,4739,2018/10/28,1700,1100,2800 BURNET AV,LARCENY,
-76.142096301058,43.0426578422063,4740,2018/10/27,0238,0238,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-76.1555999452354,43.0486624750697,4741,2018/10/28,0200,1640,300 S  FRANKLIN ST,LARCENY,
-76.1605538229477,43.0434084537976,4742,2018/10/28,1730,1745,400 GIFFORD ST,LARCENY,
-76.1604744783185,43.050339911535,4743,2018/10/29,0000,0000,100 PLUM ST,LARCENY,
-76.1285339995459,43.0393063849127,4744,2018/10/28,1800,1140,700 OSTROM AV,LARCENY,
,,4745,2018/10/29,1837,1837,0 DESTINY USA DR,LARCENY,
-76.0940656039738,43.0535260149334,4746,2018/10/29,1843,1843,100 POLK ST,LARCENY,
-76.142297969415,43.0394558781881,4747,2018/10/29,0800,2115,1200 ALMOND ST,LARCENY,
-76.1530097058151,43.0605079517627,4748,2018/10/29,1920,1920,300 E  DIVISION ST,LARCENY,
-76.1185790082877,43.0603726790093,4749,2018/10/29,2020,2020,200 ST ANNE DR,LARCENY,
-76.1803583141118,43.0459532010354,4750,2018/10/29,2245,0545,200 WHITTIER AVE,LARCENY,
-76.1934011228831,43.0323602482976,4751,2018/10/29,1212,1212,4700 ONONDAGA BLVD,LARCENY,
-76.152062041219,43.0533838916651,4752,2018/10/29,0235,0240,300 N  SALINA ST,LARCENY,
,,4753,2018/10/28,0242,0242,4900 BROAD RD,AGGRAVATED ASSAULT,
-76.1536417525795,43.0486439600898,4754,2018/10/25,0100,0100,300 S  CLINTON ST,ROBBERY,
-76.1641499659333,43.0432369138738,4755,2018/10/29,0351,0351,500 GIFFORD ST,BURGLARY,
,,4756,2018/10/30,0303,0303,UNKNOWN,MV THEFT,
,,4757,2018/10/30,1648,1648,UNKNOWN,ROBBERY,A
-76.145279962302,43.0590559847296,4758,2018/10/29,1232,1232,700 E  LAUREL ST,ROBBERY,
-76.1440562807946,43.0629394546027,4759,2018/10/29,1414,1414,700 PARK ST,AGGRAVATED ASSAULT,
-76.1646911326613,43.0355937677655,4760,2018/10/30,1830,0815,100 DELAWARE ST,BURGLARY,A
-76.1225700277558,43.0642168232125,4761,2018/10/30,0314,0314,100 MELROSE AV,BURGLARY,
-76.148751965362,43.0654018062571,4762,2018/10/30,0900,1100,100 STRAND PL,BURGLARY,
,,4763,2018/10/30,2020,2020,0 DESTINY USA DR,ROBBERY,
-76.1214383322485,43.0321519151238,4764,2018/10/30,1900,0700,200 BUCKINGHAM AV,LARCENY,
-76.1857085950227,43.0448017016143,4765,2018/10/29,2200,1000,400 BRYANT AVE,LARCENY,
-76.1567670620773,43.0388549714778,4766,2018/10/30,0000,1105,200 MIDLAND AV,LARCENY,
-76.1039998841633,43.0534777826209,4767,2018/10/30,1832,1832,2500 ERIE BLVD E,LARCENY,
-76.1106893246158,43.050582414863,4768,2018/10/29,2316,2316,500 DAKIN ST,MV THEFT,
-76.1039998841633,43.0534777826209,4769,2018/10/30,1713,1713,2500 ERIE BLVD E,LARCENY,
-76.1333955570263,43.0578535814211,4770,2018/10/30,1502,1502,400 OAK ST,BURGLARY,
-76.1440237712076,42.987023191222,4771,2018/10/29,1600,1610,5800 S  SALINA ST,LARCENY,
-76.1049246471536,43.048476565012,4772,2018/10/30,0630,0730,2700 E  FAYETTE ST,BURGLARY,
-76.1605538229477,43.0434084537976,4773,2018/10/30,1913,1913,400 GIFFORD ST,ROBBERY,
-76.1333955570263,43.0578535814211,4774,2018/10/30,1100,1345,400 OAK ST,BURGLARY,
,,4775,2018/10/30,2005,2005,6400 RANDALL RD,LARCENY,
-76.1634148893467,43.0721953726847,4776,2018/10/30,1924,1924,400 WOLF ST,ROBBERY,
-76.1737087601517,43.0256051166423,4777,2018/10/30,2100,0730,700 STINARD AVE,LARCENY,
-76.1090155932031,43.035952415349,4778,2018/10/31,0734,0734,0 CRAWFORD AV,MV THEFT,
-76.1536186480339,43.0444440117207,4779,2018/10/31,2212,2212,100 DICKERSON ST,LARCENY,
-76.161255747612,43.0185841549279,4780,2018/10/31,2300,0900,100 GLENWOOD AV,BURGLARY,
-76.1424820274831,43.0733243171274,4781,2018/10/31,1000,1448,100 HOOD AV,LARCENY,
-76.1743349774162,43.0493986700442,4782,2018/10/31,0140,0140,100 LAKEVIEW AV,AGGRAVATED ASSAULT,
-76.1743349774162,43.0493986700442,4783,2018/10/31,1615,1615,100 LAKEVIEW AV,AGGRAVATED ASSAULT,
,,4784,2018/10/31,1009,1009,0 DESTINY USA DR,LARCENY,
-76.1430874544778,43.0207488198156,4785,2018/10/31,1205,1205,100 W  BRIGHTON AV,LARCENY,
-76.1275494513508,43.0504850691177,4786,2018/10/31,0829,0829,100 N  BEECH ST,MV THEFT,
-76.1754677532067,43.051226511109,4787,2018/10/31,1325,1325,200 APPLE ST,ROBBERY,
-76.1442103233101,43.0038349884151,4788,2018/10/31,0200,0300,200 CRIPPEN AV,BURGLARY,A
-76.1505316083824,43.0821165788153,4789,2018/10/31,0800,0841,200 MERRILL ST,LARCENY,
-76.1803583141118,43.0459532010354,4790,2018/10/31,0139,0139,200 WHITTIER AV,MV THEFT,
-76.1499054703296,43.0378348224255,4791,2018/10/31,1551,1551,1000 S  SALINA ST,LARCENY,
-76.1115673946863,43.0735926190809,4792,2018/10/31,0035,0035,300 FOBES AV,MV THEFT,
-76.1112824974071,43.0685650883455,4793,2018/10/31,1458,1458,2500 JAMES ST,ROBBERY,
-76.1554767307884,43.0645555119197,4794,2018/10/31,0900,1730,300 UNION PL,MV THEFT,
-76.1338595862749,43.0643795974982,4795,2018/10/31,1900,1930,300 FARMER ST,LARCENY,
-76.1749579716583,43.0256006571329,4796,2018/10/31,2205,2205,2100 S  GEDDES ST,BURGLARY,
-76.1474532746894,43.038182194582,4797,2018/10/31,0107,0107,1200 S  STATE ST,MV THEFT,
-76.125475823835,43.0533418995071,4798,2018/10/31,1200,2000,300 VINE ST,BURGLARY,
-76.1457209815139,43.0604685541874,4799,2018/10/31,1147,1147,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-76.1469821906257,43.0341481311078,4800,2018/11/01,0012,0012,100 ALBERT TER,AGGRAVATED ASSAULT,
,,4801,2018/11/01,1938,1938,0 DESTINY USA DR,LARCENY,
-76.1698113759297,43.0355129270113,4802,2018/11/01,2141,2141,200 PUTNAM ST,LARCENY,
-76.1569661385645,43.0336264137952,4803,2018/11/01,2227,2227,200 BELLEVUE AV,BURGLARY,
