ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_SingleLine,USER_DATEEND,USER_TIMESTART,USER_TIMEEND,USER_ADDRESS,USER_CODE_DEFINED,USER_Arrest,USER_LarcenyCode
53,SyrPoints,M,91.43,A,"800 BUTTERNUT, 13208","800 BUTTERNUT, 13208",800 BUTTERNUT,PointAddress,,,"800 BUTTERNUT, 13208",,,20,800 BLDG,800,,,,,,,BUTTERNUT,,,,,,,,,,800 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,937430.083487336,1115884.09134762,937430.083487336,1115884.09134762,937164.746196812,937695.412057472,1115518.23745026,1116249.94850015,ST,800 BUTTERNUT ST,2022/12/28 00:00:00+00,1230,1230,800 BUTTERNUT ST,LARCENY,,From Motor Vehicle
54,SyrPoints,M,95.99,A,"900 E BRIGHTON, 13205","900 E BRIGHTON, 13205",900 E BRIGHTON,PointAddress,,,"900 E BRIGHTON, 13205",,,20,,900,,,,,E,,BRIGHTON,,,,,,,,,,900 E BRIGHTON,,,,,,,,,,,,13205,,,ENG,0,941223.903571809,1094979.80507813,941223.903571809,1094979.80507813,940958.374723196,941489.423708399,1094613.9111142,1095345.70229718,,900 E  BRIGHTON AV,2022/12/28 00:00:00+00,0922,0922,900 E  BRIGHTON AV,LARCENY,,From Building
55,SyrStreets,M,92,A,MAXWELL CT,MAXWELL CT,MAXWELL CT,StreetName,,,MAXWELL CT,,,20,,,,,,,,,MAXWELL,CT,,,,,,,,,MAXWELL CT,,,,,,,,,,,,,,,ENG,0,934159.728253596,1095477.53946327,934159.728253596,1095477.53946327,933894.091349298,934425.356447711,1095111.72955852,1095843.35262274,0,0 MAXWELL CT,2022/12/27 00:00:00+00,1800,1524,0 MAXWELL CT,LARCENY,,All Other
56,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/27 00:00:00+00,1432,1600,1 DESTINY USA DR,MV THEFT,,Motor Vehicle
57,SyrStreets,M,100,A,100 HUNT AVE,100 HUNT AVE,100 HUNT AVE,StreetAddress,,,100 HUNT AVE,,,20,,100,100,100,100-100,R,,,HUNT,AVE,,,,,,,,,100 HUNT AVE,,,,,,,,,,,,,,,ENG,0,934586.394492685,1102203.78163378,934586.394492685,1102203.78163378,934320.845768294,934851.934503722,1101837.96500098,1102569.60152141,,100 HUNT AV,2022/12/31 00:00:00+00,2101,2101,100 HUNT AV,AGGRAVATED ASSAULT,Yes,
58,SyrStreets,M,100,A,100 S ALVORD ST,100 S ALVORD ST,100 S ALVORD ST,StreetAddress,,,100 S ALVORD ST,,,20,,100,100,116,100-116,R,S,,ALVORD,ST,,,,,,,,,100 S ALVORD ST,,,,,,,,,,,,,,,ENG,0,938279.001883136,1115395.21934339,938279.001883136,1115395.21934339,938013.672412169,938544.322633704,1115029.35543979,1115761.0865022,,100 S  ALVORD ST,2022/12/27 00:00:00+00,0200,0200,100 S  ALVORD ST,LARCENY,,From Motor Vehicle
59,SyrPoints,M,95.89,A,"200 COMSTOCK, 13210","200 COMSTOCK, 13210",200 COMSTOCK,PointAddress,,,"200 COMSTOCK, 13210",,,20,,200,,,,,,,COMSTOCK,,,,,,,,,,200 COMSTOCK,,,,,,,,,,,,13210,,,ENG,0,941167.817651339,1109855.21829928,941167.817651339,1109855.21829928,940902.467858657,941433.158725271,1109489.32131056,1110221.11854331,,200 COMSTOCK AV,2022/12/27 00:00:00+00,0650,1530,200 COMSTOCK AV,LARCENY,,From Motor Vehicle
60,SyrPoints,M,95.89,A,"300 HAWLEY, 13203","300 HAWLEY, 13203",300 HAWLEY,PointAddress,,,"300 HAWLEY, 13203",,,20,,300,,,,,,,HAWLEY,,,,,,,,,,300 HAWLEY,,,,,,,,,,,,13203,,,ENG,0,938214.045979014,1112709.6739834,938214.045979014,1112709.6739834,937948.682960427,938479.400278418,1112343.81151661,1113075.53970536,,300 HAWLEY AV,2022/12/27 00:00:00+00,1009,1009,300 HAWLEY AV,AGGRAVATED ASSAULT,Yes,
61,SyrStreets,M,100,A,100 WESTMORELAND AVE,100 WESTMORELAND AVE,100 WESTMORELAND AVE,StreetAddress,,,100 WESTMORELAND AVE,,,20,,100,100,198,100-198,R,,,WESTMORELAND,AVE,,,,,,,,,100 WESTMORELAND AVE,,,,,,,,,,,,,,,ENG,0,945364.195174822,1112004.92560019,945364.195174822,1112004.92560019,945098.939259544,945629.442369155,1111638.97802647,1112370.87642947,,100 WESTMORELAND AV,2022/12/27 00:00:00+00,0443,0443,100 WESTMORELAND AV,BURGLARY,,From Building
62,SyrPoints,M,88,A,"400 JAMES, 13203","400 JAMES, 13203",400 JAMES,PointAddress,,,"400 JAMES, 13203",,,20,SNOWDON APTS,400,,,,,,,JAMES,,,,,,,,,,400 JAMES,,,,,,,,,,,,13203,,,ENG,0,936606.984509707,1112507.74495746,936606.984509707,1112507.74495746,936341.593053236,936872.36724756,1112141.90170779,1112873.59146221,ST,400 JAMES ST,2022/12/27 00:00:00+00,1500,1830,400 JAMES ST,BURGLARY,,From Building
63,SyrPoints,M,95.89,A,"500 WALNUT, 13210","500 WALNUT, 13210",500 WALNUT,PointAddress,,,"500 WALNUT, 13210",,,20,NEW HOPE FAMILY SERVICES,500,,,,,,,WALNUT,,,,,,,,,,500 WALNUT,,,,,,,,,,,,13210,,,ENG,0,940753.695786694,1110361.42271871,940753.695786694,1110361.42271871,940488.345424256,941019.037430277,1109995.53054316,1110727.31814955,,500 WALNUT AV,2022/12/27 00:00:00+00,1538,1538,500 WALNUT AV,LARCENY,,All Other
64,SyrStreets,M,100,A,200 SENECA DR,200 SENECA DR,200 SENECA DR,StreetAddress,,,200 SENECA DR,,,20,,200,200,398,200-398,R,,,SENECA,DR,,,,,,,,,200 SENECA DR,,,,,,,,,,,,,,,ENG,0,938848.286916846,1094960.95353138,938848.286916846,1094960.95353138,938582.719483244,939113.84563912,1094595.08788187,1095326.82243586,,200 SENECA DR,2022/12/27 00:00:00+00,1204,1204,200 SENECA DR,MV THEFT,,Motor Vehicle
65,SyrPoints,M,88.56,A,"100 FAYETTE, 13224","100 FAYETTE, 13224",100 FAYETTE,PointAddress,,,"100 FAYETTE, 13224",,,20,,100,,,,,,,FAYETTE,,,,,,,,,,100 FAYETTE,,,,,,,,,,,,13224,,,ENG,0,948484.618002375,1111230.90765279,948484.618002375,1111230.90765279,948219.40316253,948749.824120708,1110864.92305528,1111596.89550603,ST,100 E  FAYETTE ST,2022/12/27 00:00:00+00,0930,1513,100 E  FAYETTE ST,LARCENY,,All Other
66,SyrStreets,M,100,A,200 WESTMORELAND AVE,200 WESTMORELAND AVE,200 WESTMORELAND AVE,StreetAddress,,,200 WESTMORELAND AVE,,,20,,200,200,278,200-278,R,,,WESTMORELAND,AVE,,,,,,,,,200 WESTMORELAND AVE,,,,,,,,,,,,,,,ENG,0,945376.682477516,1111778.30638495,945376.682477516,1111778.30638495,945111.424019688,945641.932214497,1111412.35871912,1112144.25730634,,200 WESTMORELAND AV,2022/12/31 00:00:00+00,1743,1743,200 WESTMORELAND AV,MV THEFT,,Motor Vehicle
67,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/26 00:00:00+00,1850,1850,1 DESTINY USA DR,LARCENY,,Shoplifting
68,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/26 00:00:00+00,2047,2047,1 DESTINY USA DR,LARCENY,Yes,All Other
69,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/26 00:00:00+00,1019,1019,1 DESTINY USA DR,LARCENY,,All Other
70,SyrStreets,M,100,A,1900 ERIE BLVD W,1900 ERIE BLVD W,1900 ERIE BLVD W,StreetAddress,,,1900 ERIE BLVD W,,,20,,1900,1900,1998,1900-1998,R,,,ERIE,BLVD,W,,,,,,,,1900 ERIE BLVD W,,,,,,,,,,,,,,,ENG,0,923709.417273098,1115260.93639413,923709.417273098,1115260.93639413,923443.85038989,923974.975440211,1114895.24630859,1115626.62973406,,1900 ERIE BLVD W,2022/12/31 00:00:00+00,1203,1203,1900 ERIE BLVD W,AGGRAVATED ASSAULT,Yes,
71,SyrStreets,M,100,A,400 UNIVERSITY AVE,400 UNIVERSITY AVE,400 UNIVERSITY AVE,StreetAddress,,,400 UNIVERSITY AVE,,,20,,400,400,498,400-498,R,,,UNIVERSITY,AVE,,,,,,,,,400 UNIVERSITY AVE,,,,,,,,,,,,,,,ENG,0,940209.693423582,1110462.72310114,940209.693423582,1110462.72310114,939944.335490515,940475.0426379,1110096.83738827,1110828.61206926,,400 UNIVERSITY AV,2022/12/27 00:00:00+00,0330,0645,400 UNIVERSITY AV,BURGLARY,,From Building
72,,U,0,A,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,2022/12/26 00:00:00+00,1949,1949,0,AGGRAVATED ASSAULT,,
73,SyrPoints,M,90,A,"500 S SALINA, 13202","500 S SALINA, 13202",500 S SALINA,PointAddress,,,"500 S SALINA, 13202",,,20,CASA MIA PIZZERIA AND FISH FRY,500,,,,,S,,SALINA,,,,,,,,,,500 S SALINA,,,,,,,,,,,,13202,,,ENG,0,935440.918775841,1109339.60619362,935440.918775841,1109339.60619362,935175.470140632,935706.35869421,1108973.77762712,1109705.43801509,ST,500 S  SALINA ST,2022/12/26 00:00:00+00,1837,1837,500 S  SALINA ST,LARCENY,,All Other
74,SyrPoints,M,88,A,"100 DAISY, 13204","100 DAISY, 13204",100 DAISY,PointAddress,,,"100 DAISY, 13204",,,20,,100,,,,,,,DAISY,,,,,,,,,,100 DAISY,,,,,,,,,,,,13204,,,ENG,0,933990.005717417,1106284.89761442,933990.005717417,1106284.89761442,933724.496686541,934255.506033254,1105919.08709509,1106650.71138861,ST,100 DAISY ST,2022/12/25 00:00:00+00,1504,1504,100 DAISY ST,AGGRAVATED ASSAULT,Yes,
75,SyrStreets,M,100,A,600 BUTTERNUT ST,600 BUTTERNUT ST,600 BUTTERNUT ST,StreetAddress,,,600 BUTTERNUT ST,,,20,,600,600,698,600-698,R,,,BUTTERNUT,ST,,,,,,,,,600 BUTTERNUT ST,,,,,,,,,,,,,,,ENG,0,936851.460123008,1115191.40635452,936851.460123008,1115191.40635452,936586.10508889,937116.806437222,1114825.55952969,1115557.25643446,,600 BUTTERNUT ST,2022/12/27 00:00:00+00,1513,1513,600 BUTTERNUT ST,LARCENY,,All Other
76,SyrPoints,M,90.77,A,"800 N MCBRIDE, 13203","800 N MCBRIDE, 13203",800 N MCBRIDE,PointAddress,,,"800 N MCBRIDE, 13203",,,20,,800,,,,,N,,MCBRIDE,,,,,,,,,,800 N MCBRIDE,,,,,,,,,,,,13203,,,ENG,0,936662.474584077,1114561.44567305,936662.474584077,1114561.44567305,936397.108870514,936927.831578076,1114195.60125723,1114927.29334397,ST,800 N  MCBRIDE ST,2022/12/25 00:00:00+00,1332,1332,800 N  MCBRIDE ST,LARCENY,,From Motor Vehicle
77,SyrPoints,M,95.99,A,"900 E BRIGHTON, 13205","900 E BRIGHTON, 13205",900 E BRIGHTON,PointAddress,,,"900 E BRIGHTON, 13205",,,20,,900,,,,,E,,BRIGHTON,,,,,,,,,,900 E BRIGHTON,,,,,,,,,,,,13205,,,ENG,0,941223.903571809,1094979.80507813,941223.903571809,1094979.80507813,940958.374723196,941489.423708399,1094613.9111142,1095345.70229718,,900 E  BRIGHTON AVE,2022/12/25 00:00:00+00,0729,0729,900 E  BRIGHTON AVE,ROBBERY,Yes,
78,SyrPoints,M,92,A,"1200 BUTTERNUT, 13208","1200 BUTTERNUT, 13208",1200 BUTTERNUT,PointAddress,,,"1200 BUTTERNUT, 13208",,,20,1200 BLDG,1200,,,,,,,BUTTERNUT,,,,,,,,,,1200 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,937820.183908434,1117631.21042104,937820.183908434,1117631.21042104,937554.874072946,938085.485022636,1117265.35143995,1117997.07265735,ST,1200 BUTTERNUT ST,2022/12/24 00:00:00+00,1345,1345,1200 BUTTERNUT ST,AGGRAVATED ASSAULT,,
79,SyrStreets,M,100,A,900 JAMES ST,900 JAMES ST,900 JAMES ST,StreetAddress,,,900 JAMES ST,,,20,,900,900,918,900-918,R,,,JAMES,ST,,,,,,,,,900 JAMES ST,,,,,,,,,,,,,,,ENG,0,939089.007044272,1114233.82145109,939089.007044272,1114233.82145109,938823.676622618,939354.328745802,1113867.94817197,1114599.69798545,,900 JAMES ST,2022/12/27 00:00:00+00,1400,1400,900 JAMES ST,BURGLARY,,From Building
80,SyrPoints,M,89.2,A,"1200 E GENESEE, 13210","1200 E GENESEE, 13210",1200 E GENESEE,PointAddress,,,"1200 E GENESEE, 13210",,,20,PEAKS COFFEE COMPANY,1200,,,,,E,,GENESEE,,,,,,,,,,1200 E GENESEE,,,,,,,,,,,,13210,,,ENG,0,940889.319997215,1110417.91542816,940889.319997215,1110417.91542816,940623.972511495,941154.658764016,1110052.02162113,1110783.81249048,ST,1200 W  GENESEE ST,2022/12/24 00:00:00+00,0734,0734,1200 W  GENESEE ST,MV THEFT,Yes,Of Bicycle
81,SyrPoints,M,90,A,"200 THURBER, 13210","200 THURBER, 13210",200 THURBER,PointAddress,,,"200 THURBER, 13210",,,20,UNIVERSITY HILL TOWNHOMES,200,,,,,,,THURBER,,,,,,,,,,200 THURBER,,,,,,,,,,,,13210,,,ENG,0,939952.933640187,1099916.24517345,939952.933640187,1099916.24517345,939687.443966561,940218.414599924,1099550.36513342,1100282.12846858,ST,200 THURBER ST,2022/12/24 00:00:00+00,1103,1103,200 THURBER ST,LARCENY,,From Building
82,SyrPoints,M,95.89,A,"300 HILLSDALE, 13206","300 HILLSDALE, 13206",300 HILLSDALE,PointAddress,,,"300 HILLSDALE, 13206",,,20,,300,,,,,,,HILLSDALE,,,,,,,,,,300 HILLSDALE,,,,,,,,,,,,13206,,,ENG,0,947058.357559646,1116700.78271213,947058.357559646,1116700.78271213,946793.185925946,947323.520469769,1116334.81374903,1117066.75493095,,300 HILLSDALE AVE,2022/12/24 00:00:00+00,1708,1708,300 HILLSDALE AVE,AGGRAVATED ASSAULT,,
83,SyrPoints,M,90,A,"300 W COLVIN, 13205","300 W COLVIN, 13205",300 W COLVIN,PointAddress,,,"300 W COLVIN, 13205",,,20,,300,,,,,W,,COLVIN,,,,,,,,,,300 W COLVIN,,,,,,,,,,,,13205,,,ENG,0,936660.12010013,1102496.84293083,936660.12010013,1102496.84293083,936394.608430903,936925.623055263,1102131.00150592,1102862.68761069,ST,300 W COLVIN ST,2022/12/24 00:00:00+00,1334,1334,300 W COLVIN ST,AGGRAVATED ASSAULT,,
84,SyrPoints,M,95.89,A,"600 RICHMOND, 13204","600 RICHMOND, 13204",600 RICHMOND,PointAddress,,,"600 RICHMOND, 13204",,,20,,600,,,,,,,RICHMOND,,,,,,,,,,600 RICHMOND,,,,,,,,,,,,13204,,,ENG,0,928933.491416089,1111711.51481896,928933.491416089,1111711.51481896,928667.966194708,929199.007921453,1111345.76327888,1112077.26961368,,600 RICHMOND AVE,2022/12/24 00:00:00+00,0nan,2050,600 RICHMOND AVE,MURDER,,
85,SyrStreets,M,100,A,1400 LODI ST,1400 LODI ST,1400 LODI ST,StreetAddress,,,1400 LODI ST,,,20,,1400,1400,1498,1400-1498,R,,,LODI,ST,,,,,,,,,1400 LODI ST,,,,,,,,,,,,,,,ENG,0,936818.405541366,1115227.85645581,936818.405541366,1115227.85645581,936553.050413449,937083.751949375,1114862.01001632,1115593.70615042,,1400 LODI ST,2022/12/26 00:00:00+00,0013,0013,1400 LODI ST,ROBBERY,Yes,
86,SyrStreets,M,100,A,500 WOLF ST,500 WOLF ST,500 WOLF ST,StreetAddress,,,500 WOLF ST,,,20,,500,500,598,500-598,R,,,WOLF,ST,,,,,,,,,500 WOLF ST,,,,,,,,,,,,,,,ENG,0,932635.400445256,1120079.96735013,932635.400445256,1120079.96735013,932370.036313318,932900.755856314,1119714.16962689,1120445.76832833,,500 WOLF ST,2022/12/31 00:00:00+00,2315,0330,500 WOLF ST,BURGLARY,,Of Bicycle
87,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/23 00:00:00+00,1824,1824,1 DESTINY USA DR,LARCENY,,Shoplifting
88,SyrStreets,M,100,A,200 SUNSET AVE,200 SUNSET AVE,200 SUNSET AVE,StreetAddress,,,200 SUNSET AVE,,,20,,200,200,202,200-202,R,,,SUNSET,AVE,,,,,,,,,200 SUNSET AVE,,,,,,,,,,,,,,,ENG,0,933637.586574846,1116969.13760715,933637.586574846,1116969.13760715,933372.20103881,933902.963391121,1116603.32868511,1117334.94978417,,200 SUNSET AVE,2022/12/26 00:00:00+00,0240,0240,200 SUNSET AVE,AGGRAVATED ASSAULT,Yes,
89,SyrPoints,M,90,A,"100 FRISBIE, 13210","100 FRISBIE, 13210",100 FRISBIE,PointAddress,,,"100 FRISBIE, 13210",,,20,,100,,,,,,,FRISBIE,,,,,,,,,,100 FRISBIE,,,,,,,,,,,,13210,,,ENG,0,938421.491264502,1108492.41588813,938421.491264502,1108492.41588813,938156.080577816,938686.893233864,1108126.55198718,1108858.28304422,CT,100 FRISBIE CT,2022/12/23 00:00:00+00,1126,1126,100 FRISBIE CT,AGGRAVATED ASSAULT,Yes,
90,SyrStreets,M,100,A,300 PROSPECT AVE,300 PROSPECT AVE,300 PROSPECT AVE,StreetAddress,,,300 PROSPECT AVE,,,20,,300,300,318,300-318,R,,,PROSPECT,AVE,,,,,,,,,300 PROSPECT AVE,,,,,,,,,,,,,,,ENG,0,936230.049918729,1113705.95288294,936230.049918729,1113705.95288294,935964.666859594,936495.424258814,1113340.11383499,1114071.79518598,,300 PROSPECT AVE,2022/12/26 00:00:00+00,1412,1412,300 PROSPECT AVE,ROBBERY,,
91,SyrPoints,M,92,A,"700 FIRST NORTH, 13208","700 FIRST NORTH, 13208",700 FIRST NORTH,PointAddress,,,"700 FIRST NORTH, 13208",,,20,TOPS,700,,,,,,,FIRST NORTH,,,,,,,,,,700 FIRST NORTH,,,,,,,,,,,,13208,,,ENG,0,936344.125375368,1119135.69729653,936344.125375368,1119135.69729653,936078.809856958,936609.432172244,1118769.85555561,1119501.5422926,ST,700 FIRST NORTH ST,2022/12/24 00:00:00+00,1131,1131,700 FIRST NORTH ST,LARCENY,,Shoplifting
92,SyrPoints,M,90.77,A,"300 W GENESEE, 13202","300 W GENESEE, 13202",300 W GENESEE,PointAddress,,,"300 W GENESEE, 13202",,,20,300 BLDG,300,,,,,W,,GENESEE,,,,,,,,,,300 W GENESEE,,,,,,,,,,,,13202,,,ENG,0,934650.575535696,1112405.83286118,934650.575535696,1112405.83286118,934385.151199154,934915.991154238,1112040.01297007,1112771.65600727,ST,300 W  GENESEE ST,2022/12/23 00:00:00+00,1423,1423,300 W  GENESEE ST,BURGLARY,Yes,From Building
93,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/23 00:00:00+00,1200,1725,1 DESTINY USA DR,LARCENY,,All Other
94,SyrPoints,M,95.99,A,"200 W CALTHROP, 13205","200 W CALTHROP, 13205",200 W CALTHROP,PointAddress,,,"200 W CALTHROP, 13205",,,20,,200,,,,,W,,CALTHROP,,,,,,,,,,200 W CALTHROP,,,,,,,,,,,,13205,,,ENG,0,937348.93714148,1099167.7498523,937348.93714148,1099167.7498523,937083.39635155,937614.469218618,1098801.901035,1099533.60192454,,200 W  CALTHROP AVE,2022/12/22 00:00:00+00,1053,1053,200 W  CALTHROP AVE,LARCENY,,All Other
95,SyrPoints,M,91.43,A,"1600 E FAYETTE, 13210","1600 E FAYETTE, 13210",1600 E FAYETTE,PointAddress,,,"1600 E FAYETTE, 13210",,,20,,1600,,,,,E,,FAYETTE,,,,,,,,,,1600 E FAYETTE,,,,,,,,,,,,13210,,,ENG,0,943180.218146705,1110971.59053357,943180.218146705,1110971.59053357,942914.914405702,943445.513167864,1110605.66926672,1111337.51505584,ST,1600 E  FAYETTE ST,2022/12/22 00:00:00+00,1422,1422,1600 E  FAYETTE ST,LARCENY,,All Other
96,SyrPoints,M,90.77,A,"700 WESTCOTT, 13210","700 WESTCOTT, 13210",700 WESTCOTT,PointAddress,,,"700 WESTCOTT, 13210",,,20,,700,,,,,,,WESTCOTT,,,,,,,,,,700 WESTCOTT,,,,,,,,,,,,13210,,,ENG,0,944248.781294523,1107415.15633558,944248.781294523,1107415.15633558,943983.451773312,944514.102097188,1107049.22321372,1107781.09271289,ST,700 WESTCOTT ST,2022/12/22 00:00:00+00,1709,1709,700 WESTCOTT ST,LARCENY,,All Other
97,SyrStreets,M,100,A,200 MARTIN LUTHER KING E,200 MARTIN LUTHER KING E,200 MARTIN LUTHER KING E,StreetAddress,,,200 MARTIN LUTHER KING E,,,20,,200,200,218,200-218,R,,,MARTIN LUTHER KING,,E,,,,,,,,200 MARTIN LUTHER KING E,,,,,,,,,,,,,,,ENG,0,936899.310462743,1105571.6010391,936899.310462743,1105571.6010391,936633.839839534,937164.772370394,1105205.75600726,1105937.44932596,,200 MARTIN LUTHER KING      E,2022/12/26 00:00:00+00,1106,1106,200 MARTIN LUTHER KING      E,AGGRAVATED ASSAULT,,
98,SyrStreets,M,100,A,1200 LODI ST,1200 LODI ST,1200 LODI ST,StreetAddress,,,1200 LODI ST,,,20,,1200,1200,1298,1200-1298,R,,,LODI,ST,,,,,,,,,1200 LODI ST,,,,,,,,,,,,,,,ENG,0,937505.19231061,1114729.54755966,937505.19231061,1114729.54755966,937239.842265106,937770.53363623,1114363.69305043,1115095.40532406,,1200 LODI ST,2022/12/30 00:00:00+00,2221,2221,1200 LODI ST,AGGRAVATED ASSAULT,Yes,
99,SyrPoints,M,92,A,"1600 BUTTERNUT, 13208","1600 BUTTERNUT, 13208",1600 BUTTERNUT,PointAddress,,,"1600 BUTTERNUT, 13208",,,20,,1600,,,,,,,BUTTERNUT,,,,,,,,,,1600 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,938087.269813004,1120122.30214173,938087.269813004,1120122.30214173,937821.994450464,938352.536453052,1119756.43936046,1120488.16817825,ST,1600 BUTTERNUT ST,2022/12/21 00:00:00+00,0531,0531,1600 BUTTERNUT ST,AGGRAVATED ASSAULT,,
100,SyrPoints,M,95.99,A,"300 N MIDLER, 13206","300 N MIDLER, 13206",300 N MIDLER,PointAddress,,,"300 N MIDLER, 13206",,,20,,300,,,,,N,,MIDLER,,,,,,,,,,300 N MIDLER,,,,,,,,,,,,13206,,,ENG,0,947998.461923987,1120340.62573681,947998.461923987,1120340.62573681,947733.34960732,948263.56551516,1119974.6446395,1120706.6100899,,300 N  MIDLER AV,2022/12/21 00:00:00+00,0923,0923,300 N  MIDLER AV,LARCENY,,From Motor Vehicle
101,SyrStreets,M,79.53,A,200 SLOCUM AVE,200 SLOCUM AVE,200 SLOCUM AVE,StreetAddress,,,200 SLOCUM AVE,,,20,,200,200,296,200-296,R,,,SLOCUM,AVE,,,,,,,,,200 SLOCUM AVE,,,,,,,,,,,,,,,ENG,0,933023.980557941,1108198.92601328,933023.980557941,1108198.92601328,932758.479045588,933289.473354681,1107833.1265458,1108564.72873558,HGTS,200 SLOCUM HGTS,2022/12/25 00:00:00+00,0719,1200,200 SLOCUM HGTS,LARCENY,,All Other
102,SyrPoints,M,90,A,"500 S SALINA, 13202","500 S SALINA, 13202",500 S SALINA,PointAddress,,,"500 S SALINA, 13202",,,20,CASA MIA PIZZERIA AND FISH FRY,500,,,,,S,,SALINA,,,,,,,,,,500 S SALINA,,,,,,,,,,,,13202,,,ENG,0,935440.918775841,1109339.60619362,935440.918775841,1109339.60619362,935175.470140632,935706.35869421,1108973.77762712,1109705.43801509,ST,500 S  SALINA ST,2022/12/21 00:00:00+00,1729,1729,500 S  SALINA ST,LARCENY,,Pocket Picking
103,SyrStreets,M,100,A,600 BUTTERNUT ST,600 BUTTERNUT ST,600 BUTTERNUT ST,StreetAddress,,,600 BUTTERNUT ST,,,20,,600,600,698,600-698,R,,,BUTTERNUT,ST,,,,,,,,,600 BUTTERNUT ST,,,,,,,,,,,,,,,ENG,0,936851.460123008,1115191.40635452,936851.460123008,1115191.40635452,936586.10508889,937116.806437222,1114825.55952969,1115557.25643446,,600 BUTTERNUT ST,2022/12/26 00:00:00+00,1122,1122,600 BUTTERNUT ST,LARCENY,,Shoplifting
104,SyrPoints,M,90.77,A,"900 E GENESEE, 13210","900 E GENESEE, 13210",900 E GENESEE,PointAddress,,,"900 E GENESEE, 13210",,,20,PHOEBES GARDEN CAFE,900,,,,,E,,GENESEE,,,,,,,,,,900 E GENESEE,,,,,,,,,,,,13210,,,ENG,0,939362.726945891,1110439.27814535,939362.726945891,1110439.27814535,939097.355033208,939628.090140088,1110073.40253919,1110805.15700673,ST,900 E  GENESEE ST,2022/12/21 00:00:00+00,2255,2255,900 E  GENESEE ST,BURGLARY,,All Other
